_t4 		hurt your toe ? 
_t4 		and then I +...
_t4 		I put some in just now too . 
_t4 		oh . 
_t4 		here it comes . 
_t4 		oh , that one went away quickly . 
_t4 		the last bubble .
_t4 		I think we're going to need to do some actual washing here Naima . 
_t4 		of you . 
_t4 		all+right , I guess we better pause this . 
_t4 		this .
_t4 		just wanna close it , okay . 
_t4 		let's read it again . 
_t4 		xxx   . 
_t4 		yeah . 
_t4 		is Maisey in the boat ? 
_t4 		oh , there's a boat and a bird . 
_t4 		where ?
_t4 		oh , is that a lawn+mower noise ? 
_t4 		let's listen .
_t4 		I don't hear it . 
_t4 		how do you know it's not an air+plane ? 
_t4 		oh .
_t4 		maybe it's an air+plane . 
_t4 		it's Maisey , how do you spell Maisey ? 
_t4 		where's she going ? 
_t4 		oh , what's down the hill ? 
_t4 		what's she gonna do down the hill ? 
_t4 		she's gonna do what ? 
_t4 		she's gonna poop at the play+ground ? 
_t4 		she's gonna go see some poop at the play+ground . 
_t4 		you mean bird+poop ? 
_t4 		oh . 
_t4 		and what color will the bird+poop be ? 
_t4 		brown and ? 
_t4 		white . 
_t4 		how come there's bird+poop at the play+ground ? 
_t4 		why ? 
_t4 		oh . 
_t4 		oh you mean birds just poop when they fly ? 
_t4 		I guess they do . 
_t4 		they don't have_to sit on the potty do they ? 
_t4 		a bird potty ? 
_t4 		I've never seen a bird potty . 
_t4 		a bird potty for birds , that's a good idea but I've never seen one . 
_t4 		I think they just poop while they fly . 
_t4 		what a great idea Naima . 
_t4 		a bird pot , but there isn't any . 
_t4 		I've never seen one , I think the birds just poop wherever they are . 
_t4 		(be)cause people just are different . 
_t4 		oh , people just be birds ? 
_t4 		oh . 
_t4 		what kind of bird are you ? 
_t4 		you're an eagle ,  . 
_t4 		you're a very strong bird , I see that . 
_t4 		oh , you're rolling like a rolling pin . 
_t4 		oh , what are you making ? 
_t4 		it's making noise ? 
_t4 		oh yeah it is . 
_t4 		wanna hold Daddy's hand ? 
_t4 		oh . 
_t4 		that's good . 
_t4 		oh . 
_t4 		oh , are you gonna make something with flour ? 
_t4 		are you gonna bake something ? 
_t4 		oh . 
_t4 		you're rolling the cookie dough , that's good . 
_t4 		and what kind of cookies do you wanna make ? 
_t4 		oat+meal cookies . 
_t4 		are you gonna put some raisins in them ? 
_t4 		are you gonna put some walnuts in them ? 
_t4 		what else ? 
_t4 		well that's plenty , I guess . 
_t4 		flour , good . 
_t4 		I think they'll be delicious . 
_t4 		I will . 
_t4 		um , am I gonna eat it ? 
_t4 		okay . 
_t4 		and how (a)bout you , will you eat it ? 
_t4 		oh . 
_t4 		Mommy will eat it too ? 
_t4 		what is Maisey doing ? 
_t4 		where's she going ? 
_t4 		somebody ? 
_t4 		who ? 
_t4 		oh , what things bite at the play+ground ? 
_t4 		oh , do things come out of the wood+chips and bite ? 
_t4 		have you ever been bitten by something out of the wood+chips ? 
_t4 		what comes out of a wood+chip to bite ? 
_t4 		I've never had a bite from something out of the wood+chips . 
_t4 		but I know what does bite ! 
_t4 		mosquitos . 
_t4 		I dunno [: don't know] which ones . 
_t4 		bugs , I suppose bugs could bite . 
_t4 		sometimes +...
_t4 		flies could bite , spiders could bite . 
_t4 		then you get little itchy , itchy little boo+boos you have_to scratch them (be)cause there so itchy . 
_t4 		I hate that . 
_t4 		I don't like that . 
_t4 		what's Naima doing ? 
_t4 		don't land on Daddy . 
_t4 		don't try to land on Daddy . 
_t4 		what are you trying to do ? 
_t4 		oh are they ? 
_t4 		so it's time to eat them now . 
_t4 		do you wanna let them cool down a little bit ? 
_t4 		oh , the raisins yeah . 
_t4 		you're gonna let the raisins cool down a little bit ? 
_t4 		that's a good idea . 
_t4 		on the paper sheets just like Mommy . 
_t4 		boy , you're gonna be baking cookies soon I think . 
_t4 		putting them in the +...
_t4 		smells like a daddy ? 
_t4 		you mean Daddy smells a special smell . 
_t4 		oh , you mean me ? 
_t4 		talking about me , Naima ? 
_t4 		you are touching Daddy in different places . 
_t4 		where are you touching me ? 
_t4 		where are you touching me ? 
_t4 		yeah , and where else ? 
_t4 		beard . 
_t4 		that sounds like an air+plane . 
_t4 		what does it sound like ? 
_t4 		it's not a car . 
_t4 		I think you know it's not a car . 
_t4 		no , it's not a car . 
_t4 		no , it's not a car . 
_t4 		it is not a car . 
_t4 		no , it's a bicycle . 
_t4 		no , it's a +... 
_t4 		it's a +... 
_t4 		car . 
_t4 		it's a truck . 
_t4 		it's a +...
_t4 		it's a wagon . 
_t4 		it's not a mom ! 
_t4 		oh , it's a mommy pushing a wagon . 
_t4 		oh , that's an interesting idea . 
_t4 		oh , there's a   pushing it down the hill to get news+papers . 
_t4 		I see . 
_t4 		how many news+papers will there be down there ? 
_t4 		with the Daddy ? 
_t4 		are you talking about Naima and Daddy ? 
_t4 		you are being with daddy . 
_t4 		and I'm very , very happy to be with you my boo . 
_t4 		I'm happy to be with you , my boo . 
_t4 		you're lying down . 
_t4 		smells like a daddy ? 
_t4 		what kind of smell is that , I wonder . 
_t4 		nika nika naddy . 
_t4 		I don't know . 
_t4 		Daddy wants to put the microphone on you there .
_t4 		you can look at the book , I just wanna put the microphone on . 
_t4 		okay , what's the book say ? 
_t4 		let's start from the beginning . 
_t4 		no Naima doesn't ? 
_t4 		doesn't what ? 
_t4 		Naima doesn't what ? 
_t4 		oh .
_t4 		where do you wanna start from ? 
_t4 		is Maisey in the closet ? 
_t4 		oops , not here . 
_t4 		who's that ? 
_t4 		Talulah Chicken . 
_t4 		is Maisey in the tree ? 
_t4 		that's Maisey . 
_t4 		blue+bird blue+bird fly through my window , blue+bird blue+bird fly through my window . 
_t4 		blue+bird blue+bird fly through my window . 
_t4 		buy molasses candy . 
_t4 		what are you doing to the microphone ? 
_t4 		you took off the whatever that's called +... 
_t4 		I think it's called a baffle , I don't know what it's called . 
_t4 		it generally kills the wind . 
_t4 		here , here , here boo+boo . 
_t4 		Naima girl . 
_t4 		you baby+o . 
_t4 		Naima . 
_t4 		what are you doing ? 
_t4 		you baby+o . 
_t4 		we like to keep our microphone properly +... 
_t4 		we wanna listen to Naima's voice on the +... 
_t4 		on the recorder . 
_t4 		on the radio . 
_t4 		no , not on the radio . 
_t4 		radi+do ? 
_t4 		I've never heard of a radi+do . 
_t4 		oh my God , a radi+do . 
_t4 		do you wanna listen to the radi+do ? 
_t4 		I don't think we have a radi+do . 
_t4 		oh the radio . 
_t4 		oh the radio . 
_t4 		I thought you said radi+do . 
_t4 		radi+do . 
_t4 		radio . 
_t4 		radi+do . 
_t4 		oh , Miss +...
_t4 		why are you trying to run away from the Mommy ? 
_t4 		you're being with Dadda Daddy . 
_t4 		Daddy's happy to be with you . 
_t4 		that's a micro+phone . 
_t4 		it's Naima's micro+phone . 
_t4 		and you're playing with it . 
_t4 		it's better not to play with the micro+phone . 
_t4 		what are you doing with the micro+phone ? 
_t4 		oh Naima . 
_t4 		you are being naughty . 
_t4 		that's being naughty . 
_t4 		there's no such thing as a radi+do . 
_t4 		a radi+do at the store . 
_t4 		they're gonna say , there's no such thing as a radi+do , I've never heard of a radi+do . 
_t4 		they are ? 
_t4 		they are gonna say that , I agree . 
_t4 		oh , you're gonna go through  +... 
_t4 		you're gonna go through that opening ? 
_t4 		you're gonna go through that opening my boo ? 
_t4 		yeah , well that's not allowed anymore . 
_t4 		that's just not allowed anymore . 
_t4 		it is naughty , you are being naughty . 
_t4 		you want mommy+mommy ? 
_t4 		I don't know where she is . 
_t4 		you're going around and around ? 
_t4 		you're going through that opening . 
_t4 		I can't believe it you're going through that opening . 
_t4 		again and again and again and again . 
_t4 		and again and again and again . 
_t4 		is Mommy gonna find you ? 
_t4 		you're going through that opening again ? 
_t4 		and again . 
_t4 		and again . 
_t4 		well , it's okay if you hold that . 
_t4 		but you should +...
_t4 		but you should also keep the mark +... 
_t4 		yeah ? 
_t4 		umm , I'm making myself a salad sandwich +... 
_t4 		yup [: yes] . 
_t4 		would you like a +... 
_t4 		please leave it there Boo . 
_t4 		would I like what ? 
_t4 		not egg+salad  +... 
_t4 		I don't think it's gonna work +... 
_t4 		it's not gonna work , she's been playing around with it . 
_t4 		uh , Miss naughty+baby . 
_t4 		you're being a naughty toddler . 
_t4 		I would love to do that . 
_t4 		yeah , let us know . 
_t4 		I like the idea of sort of doing repeated things with her . 
_t4 		that's good .
_t4 		like so that she would start to remember . 
_t4 		uh+huh . 
_t4 		yeah . 
_t4 		you know +...
_t4 		yeah . 
_t4 		so she can get balls so that she can start to +... 
_t4 		to stop going , yeah . 
_t4 		xxx .
_t4 		you're gonna go up this way ? 
_t4 		well yeah sure , I mean +...
_t4 		those are a few things she would enjoy doing anyway . 
_t4 		yeah .
_t4 		so you know +... 
_t4 		well actually I would , I mean I certainly +... 
_t4 		yes , so why not ? 
_t4 		into that .
_t4 		yeah , yeah . 
_t4 		can we go for a walk now ? 
_t4 		yeah , makes sense .
_t4 		yes , let's do that . 
_t4 		and how are we transporting her do you think ?
_t4 		we'll go in the car , we're gonna +... 
_t4 		on the beach ? 
_t4 		let's go because we could do a +... 
