_t4 		oh there's that siren noise . 
_t4 		you can feed yourself , here's the fork .
_t4 		and it's got tomato sauce on it . 
_t4 		isn't that great ? 
_t4 		uh +...
_t4 		maybe we could clear off a corner of the table . 
_t4 		xxx .
_t4 		well , I have_to sort through all this stuff , I mean +...
_t4 		I can just +... 
_t4 		that should be +...
_t4 		good enough for tonight at least . 
_t4 		there . 
_t4 		tentagon . 
_t4 		uh , Mom ? 
_t4 		yeah ? 
_t4 		would you like pasta with tomato sauce , or with like , olive oil and olives , and cheese ? 
_t4 		I'll have whatever you're having . 
_t4 		well  will probably have +...
_t4 		not without tomato sauce , so +... 
_t4 		I'll have it any way you want . 
_t4 		all+right . 
_t4 		and is it delicious ? 
_t4 		you haven't said delicious_a in a long time . 
_t4 		you used to say that when you were little . 
_t4 		is she really gonna glue your socks on your feet ? 
_t4 		Grandma's gonna do that ,  , that's good , that's a good idea , I like that idea . 
_t4 		hmmm , maybe they would stay on that way . 
_t4 		sometimes I'd like to glue your bib on . 
_t4 		yep [: yes] . 
_t4 		what's Naima doing is right . 
_t4 		eating pasta ? 
_t4 		eating delicious_a pasta ? 
_t4 		so +... 
_t4 		let's see here , what am I doing ? 
_t4 		what's Mommy doing ? 
_t4 		xxx . 
_t4 		oh my gosh .
_t4 		oh my gosh . 
_t4 		your toes keep nice and warm . 
_t4 		tentagon . 
_t4 		yeah Kleenex , you poor baby , you got a runny nose . 
_t4 		what happened ? 
_t4 		xxx .
_t4 		where'd [: where did] the pentagon go ? 
_t4 		here's some more pasta here . 
_t4 		yes , we'll play more games , definitely . 
_t4 		xxx yeah .
_t4 		tentagon ? 
_t4 		that's our new word .
_t4 		are those your spirals ? 
_t4 		spiral spaghetti ? 
_t4 		the spaghetti pasta . 
_t4 		spiral .
_t4 		really ? 
_t4 		you are gonna eat it , okay . 
_t4 		okay , so +... 
_t4 		would you like any of this ,  , tofu , it's lemon garlic smoked tofu . 
_t4 		xxx I'll try a little piece .
_t4 		okay . 
_t4 		oh , I like smoked anything .
_t4 		oh yeah . 
_t4 		xxx .
_t4 		kay [: okay] . 
_t4 		oops . 
_t4 		um +... 
_t4 		could you +...
_t4 		are you all done ? 
_t4 		uh , I ,  +... 
_t4 		or do you want more ? 
_t4 		I wanna give her more stuff , but she could get the stuff taken away if she's really done . 
_t4 		would you like some spinach ? 
_t4 		okay , what ? 
_t4 		you want wash your hands ? 
_t4 		okay let's wash your hands , there you are  . 
_t4 		and your face +...
_t4 		you can use a paper towel for +... 
_t4 		xxx  .
_t4 		I'm gonna wash your face , I'm gonna wash your face and hands . 
_t4 		xxx . 
_t4 		xxx .
_t4 		you know what I'm gonna give you after you finish washing your face ? 
_t4 		I'm gonna give you something delicious . 
_t4 		ooh .
_t4 		don't forget to dry your hands , that's true . 
_t4 		we can't forget that . 
_t4 		o:h , I see what Mommy has for you . 
_t4 		Mommy has a snack . 
_t4 		a great snack that Naima loves . 
_t4 		yes she does . 
_t4 		you don't like grapes ?
_t4 		I think you do like grapes . 
_t4 		xxx . 
_t4 		xxx .
_t4 		you like grapes .
_t4 		there you go .
_t4 		I think I'm gonna need some time to do the kitchen later tonight . 
_t4 		obviously . 
_t4 		xxx . 
_t4 		xxx grapes . 
_t4 		oh , here's somebody . 
_t4 		hi . 
_t4 		hello: . 
_t4 		hello: . 
_t4 		how's everybody ?
_t4 		okay . 
_t4 		how are you ? 
_t4 		are we recording ?
_t4 		yes we are . 
_t4 		did you find the battery or are you just working the plug+in ? 
_t4 		I found the battery .
_t4 		where ?
_t4 		it was in the car . 
_t4 		oh .
_t4 		say hi to Dad . 
_t4 		Daddy_a is what I meant .
_t4 		xxx .
_t4 		Dad_a . 
_t4 		ba:be . 
_t4 		ba:be . 
_t4 		ba:be . 
_t4 		ba:be . 
_t4 		ba(by) ba(by) ba(by) ba(by) (ba)by (ba)by (ba)by (ba)by (ba)by . 
_t4 		how're [: how are] the grapes ? 
_t4 		does Naima like the grapes ? 
_t4 		bubaloo ? 
_t4 		xxx , do you want tomato sauce on your pasta , or not ? 
_t4 		yeah . 
_t4 		I'm going to mix it in like that . 
_t4 		do you +...
_t4 		or just the juice , you're just squeezing the juice out of the grapes . 
_t4 		you're just squeezing the juice out of the grapes . 
_t4 		you're not eating them . 
_t4 		rosy cheeks . 
_t4 		you're a rosy cheek girl . 
_t4 		mmmm .
_t4 		mmmm . 
_t4 		okay , I'm serving up the adults . 
_t4 		so , anyone who +...
_t4 		thinks he or she is an adult can take this . 
_t4 		that's a huge portion . 
_t4 		xxx it's not that huge . 
_t4 		and we cleared off some of the table in there so we'll be able to eat a little bit in there . 
_t4 		oh good .
_t4 		do you wanna serve your own then , Mom  okay . 
_t4 		is there tomato sauce ?
_t4 		yes , I mixed it into a large amount of pasta , that's not a lot of tomato sauce , that's a small amount . 
_t4 		oh I see okay , okay .
_t4 		okay , I'll get you some more . 
_t4 		what's that boo boo ?
_t4 		you put them all on your shirt , it looks like .
_t4 		that's grapes . 
_t4 		xxx need a fork . 
_t4 		yup [: yes] , right over here +... 
_t4 		and I will bring in the sweet potato . 
_t4 		okay .
_t4 		xxx .
_t4 		cat in the hat ? 
_t4 		Grandma had a picture of the cat in the hat +//.
_t4 		who would like  , water , juice , beer , whatever , I can bring it in . 
_t4 		some juice .
_t4 		you sound sick , Daddy has a cold I think . 
_t4 		Daddy has a cold , all+right . 
_t4 		Mom , there's cheese here too . 
_t4 		oh , yeah . 
_t4 		here , I'll just put it on the table . 
_t4 		okay .
_t4 		thanks . 
_t4 		uh no , just +... 
_t4 		that little bit in the throat , just enough to annoy and distress , but not enough to +... 
_t4 		disable you . 
_t4 		so you could really relax . 
_t4 		disable , that's right .
_t4 		Naima , did you eat anything else ? 
_t4 		yes .
_t4 		tell Daddy what you had for supper . 
_t4 		what did you eat ? 
_t4 		oh , an opened  . 
_t4 		xxx  . 
_t4 		mmmm .
_t4 		what did you eat ? 
_t4 		did you eat anything else ? 
_t4 		just grapes ?
_t4 		Mom , do you want something to drink ?
_t4 		um , yeah if there's some juice , or +... 
_t4 		yup [: yes] , there's juice . 
_t4 		what did you eat Naima , anything else ? 
_t4 		something else , what else ? 
_t4 		xxx  . 
_t4 		what ?
_t4 		you don't remember ? 
_t4 		oh: .
_t4 		xxx .
_t4 		xxx on [?] .
_t4 		did you eat pasta ? 
_t4 		no ? 
_t4 		yes you did . 
_t4 		what was it ? 
_t4 		oh , and there's sweet potato too . 
_t4 		xxx .
_t4 		xxx miss musical girl . 
_t4 		she's really been doing that a lot , that  . 
_t4 		xxx .
_t4 		it's a kind of sing song . 
_t4 		xxx and I'm just beginning . 
_t4 		oh  .
_t4 		it's your doing ? 
_t4 		well +... 
_t4 		yes , it is her doing . 
_t4 		well thank you . 
_t4 		you know +... 
_t4 		I'm tempted to put the d+v+d in the  . 
_t4 		six fifty . 
_t4 		right now ?
_t4 		with the baby ? 
_t4 		mmmm +...
_t4 		you got a grape in your nose or is that just your cold ? 
_t4 		let's get a +... 
_t4 		tissue . 
_t4 		let's get a tissue +...
_t4 		there never seems to be any where she actually is . 
_t4 		yeah  . 
_t4 		she needs to like , have it strapped to her . 
_t4 		well , like her socks , we're gonna glue the kleenex next to  +//.
_t4 		yes .
_t4 		would you like some sweet potato ?
_t4 		want some more ? 
_t4 		yeah , I'll have  .
_t4 		xxx , sweet potato ? 
_t4 		uh , one piece . 
_t4 		these are grapes_a .
_t4 		talking about grapes_a . 
_t4 		talking about grapes_a ? 
_t4 		that was a joke we had .
_t4 		grapes_a ! 
_t4 		grapes_a !
_t4 		ha    . 
_t4 		blow your nose , go  .
_t4 		mmmm .
_t4 		xxx . 
_t4 		whatcha [: what are you] doin [: doing] ?
_t4 		you're singing a lot today . 
_t4 		you don't like it ? 
_t4 		sweet potato . 
_t4 		that's sweet potato , that's a different kind you , you eat the baby food kind , that's the real thing . 
_t4 		yeah .
_t4 		this is the good kind . 
_t4 		that's the real deal .
_t4 		xxx . 
_t4 		you wanna have some more of this ? 
_t4 		want grapes ? 
_t4 		try a little bit of this . 
_t4 		no ? 
_t4 		a little bit of grapes , okay . 
_t4 		I'll put this away , you don't have_to eat it . 
_t4 		okay .
_t4 		Grandma's friend is cat in the hat for Halloween , you saw those pictures didn't you ? 
_t4 		you know that friend's name , it sounds like you know her name . 
_t4 		did you know that friend's name , (be)cause I don't know that friend's name . 
_t4 		I'm not sure . 
_t4 		Grandma showed you the pictures ? 
_t4 		Grandma  showed you the pictures of her friend dressed up like the cat in the hat ? 
_t4 		she did . 
_t4 		is that her name , Susie ? 
_t4 		is that the friend's name ? 
_t4 		Judy , yes I think it is Judy . 
_t4 		Judy is her  . 
_t4 		Judy her .
_t4 		mmmm . 
_t4 		she is Judy .
_t4 		cat in the hat . 
_t4 		she is the cat in the hat . 
_t4 		Mom , is your friend's name Judy , who dressed +//.
_t4 		yup [: yes] .
_t4 		oh , Naima told me that . 
_t4 		xxx .
_t4 		she was the cat in the hat for +... 
_t4 		for what holiday ?
_t4 		for Halloween ? 
_t4 		trick or treat . 
_t4 		what do you know about trick or treat ? 
_t4 		is Naima getting any treats ? 
_t4 		well , yes , sort of . 
_t4 		sort of .
_t4 		oops  . 
_t4 		okay , I guess we're gonna end this session now . 
_t4 		yeah , Naima knows about mowing . 
_t4 		really ? 
_t4 		do they mow your grass ? 
_t4 		does somebody come to your house and mow your grass ? 
_t4 		we have seen someone who has mowed the grass . 
_t4 		at the old house . 
_t4 		not at this house , if you might notice , the grass is not actually mowed here . 
_t4 		xxx .
_t4 		I'm putting the microphone on the bib . 
_t4 		xxx wait before you eat ? 
_t4 		yeah ,  .
_t4 		you need to keep the bib on because you're eating your breakfast , sweetiepie . 
_t4 		shall we eat some more at the same time ?
_t4 		oh , do you want Grandma to eat with you ? 
_t4 		you want Grandma ?
_t4 		Grandma is eating with you . 
_t4 		Grandma , can Grandma have a piece ?
_t4 		Mommy's gonna eat too , Mommy's gonna get the chair out . 
_t4 		xxx what are you eating , Naima ? 
_t4 		that's what you asked for , isn't it ? 
_t4 		I'm sweeping up some crumbs that were on the floor . 
_t4 		what do you have on your kamut ? 
_t4 		what do you have on your kamut ? 
_t4 		apple butter and almond butter , that's a good combination . 
_t4 		I don't know what song +...
_t4 		I don't know what song has the word combination in it . 
_t4 		it's probably something like you and me are a good combination . 
_t4 		but I don't know what song you mean . 
_t4 		find out ? 
_t4 		it's gonna be difficult to find out . 
_t4 		we , we +//.
_t4 		nobody in the house can think of what it is .
_t4 		the tractor was mowing the grass . 
_t4 		the man was sitting on the tractor . 
_t4 		yeah , mowing the grass . 
_t4 		Naima , do you want some soy milk ?
_t4 		Mommy's gonna get you some soy milk to drink . 
_t4 		mmmm+hmmm , to drink . 
_t4 		let's see +...
_t4 		that's right , dogs eat dog food . 
_t4 		what do cats eat ? 
_t4 		cat food , what do horses eat ? 
_t4 		xxx .
_t4 		what do horses eat ? 
_t4 		grass . 
_t4 		mmmm .
_t4 		and when they're babies , what do they drink ? 
_t4 		what do they drink when they are babies ?
_t4 		do you know ? 
_t4 		do you remember ? 
_t4 		what do babies drink ? 
_t4 		I have no idea . 
_t4 		he's at his house . 
_t4 		yes , they drink nursies . 
_t4 		that's right !
_t4 		Mommy's milk . 
_t4 		mmmm , Naima drinks soy milk . 
_t4 		yum . 
_t4 		mmmm , looks like there's some good apple butter and almond butter on that piece of kamut . 
_t4 		Mommy's eating it too .
_t4 		we're eating the same breakfast . 
_t4 		the tractor is mowing . 
_t4 		xxx cutting the grass . 
_t4 		mowing the grass . 
_t4 		what do you have ? 
_t4 		what person ? 
_t4 		oh , there's a person using a mower ? 
_t4 		there's a person sitting on a tractor that's mowing the grass . 
_t4 		mmmm ,  .
_t4 		xxx called a farmer , maybe . 
_t4 		farmer . 
_t4 		mmmm+hmmm .
_t4 		xxx farmers mowing the grass . 
_t4 		uh huh . 
_t4 		would you like some almond butter and +...
_t4 		apple butter on a cracker ? 
_t4 		on some bread ? 
_t4 		on some cracker , good idea . 
_t4 		we'll find out , we'll find a song with the word combination in it . 
_t4 		we'll look on our computer . 
_t4 		you can look , Mom . 
_t4 		xxx .
_t4 		you're assigning yourself this project ? 
_t4 		yes .
_t4 		okay . 
_t4 		I know that there is a song .
_t4 		well , but it's obviously something she would have had to hear .
_t4 		yeah . 
_t4 		we'll find out . 
_t4 		so it has to be something that's in the house that we listened to with her .
_t4 		there aren't that many things these days , that we +//.
_t4 		(be)cause most of the cds are packed away . 
_t4 		xxx .
_t4 		well , I know where all your cds are , I combined them into one area . 
_t4 		oh .
_t4 		well I mean that's +...
_t4 		but I mean she wouldn't , she'd only be remembering something that she listened to recently .
_t4 		yeah .
_t4 		there's some cracker , with almond buttered apple butter on it . 
_t4 		xxx move these things back here ,  way .
_t4 		remember that kind of cracker ? 
_t4 		you had it at  house and you liked it . 
_t4 		xxx house . 
_t4 		xxx house . 
_t4 		xxx house . 
_t4 		oops .
_t4 		whose house ? 
_t4 		xxx and  house . 
_t4 		xxx was in the house ,  was in the house , and +...
_t4 		xxx . 
_t4 		and  cats . 
_t4 		Yoyo was one of the cats . 
_t4 		xxx .
_t4 		and Idaho , that's right . 
_t4 		xxx .
_t4 		and the third cat's name was Potato . 
_t4 		what a funny name for a cat . 
_t4 		who ? 
_t4 		Potato ? 
_t4 		Potato +//.
_t4 		I don't think we saw Potato , Potato wasn't there that day . 
_t4 		we didn't see Potato . 
_t4 		we saw +...
_t4 		Idaho , who wasn't feeling very well , Idaho's a very old cat . 
_t4 		and has +//.
_t4 		takes a lot of medicines . 
_t4 		and Yoyo came in from the outside . 
_t4 		just as we were leaving , I think . 
_t4 		I don't know where Potato went , Potato wasn't there . 
_t4 		find Potato ? 
_t4 		she was probably just sleeping upstairs on the bed . 
_t4 		I have a feeling that's what she was doing . 
_t4 		sleeping on a bed , probably . 
_t4 		upstairs . 
_t4 		oh , did Potato have toys +//.
_t4 		did  talk to you about Potato's toys ? 
_t4 		the cats have toys . 
_t4 		at   house . 
_t4 		I wanted ,  ?
_t4 		Idaho ? 
_t4 		Idaho was sleeping in that little round bed most of the time we were there . 
_t4 		uh , Idaho didn't go outside . 
_t4 		but , Yoyo went outside . 
_t4 		outside to play . 
_t4 		what ? 
_t4 		cows today , you wanna see cows ? 
_t4 		xxx ? 
_t4 		oh , we did see  that day .
_t4 		we +//.
_t4 		you're right ,  was in the house when we first got there . 
_t4 		no , let's see , when you first got there  was leaving the house . 
_t4 		you did see  that day , I forgot . 
_t4 		yeah . 
_t4 		Daddy's putting music on . 
_t4 		did you come up and watch any of the movies ? 
_t4 		no [?] .
_t4 		Daddy's listening to some music . 
_t4 		have you already seen it ? 
_t4 		no . 
_t4 		Daddy , what's the music called ? 
_t4 		oh , you want some more fruit . 
_t4 		okay . 
_t4 		there's no more frozen pear , but you can have fresh pear . 
_t4 		Naima wants to know what's the music called . 
_t4 		this music .
_t4 		it's called  . 
_t4 		called  . 
_t4 		going to a  or something ? 
_t4 		that was a  . 
_t4 		oh , all+right .
_t4 		so what does it mean ?
_t4 		xxx today I feel like it . 
_t4 		xxx .
_t4 		xxx .
_t4 		uh huh .
_t4 		tell her again , Daddy . 
_t4 		what's it called again ? 
_t4 		ajumelargi +...
_t4 		cardar . 
_t4 		ah , a punjabi song .
_t4 		did you say that just now , a punjabi song ? 
_t4 		yeah . 
_t4 		oh . 
_t4 		cutting your fruit . 
_t4 		into little bits . 
_t4 		what did you break ? 
_t4 		broke the chair to bits +//. 
_t4 		oh yes . 
_t4 		yup [: yes] . 
_t4 		good morning .
_t4 		good morning . 
_t4 		did you say good morning to Daddy ? 
_t4 		snapping his fingers . 
_t4 		snapping . 
_t4 		is this from the soundtrack ?
_t4 		salamanders are mammals ? 
_t4 		I don't think so .
_t4 		salamanders are amphibians . 
_t4 		xxx .
_t4 		they're like frogs . 
_t4 		potato frogs ? 
_t4 		oh you're thinking of tomato frogs , there is a frog called a tomato frog that we saw a picture of . 
_t4 		oh really ?
_t4 		but +...
_t4 		tomato frogs . 
_t4 		we did see pictures of tomato frogs . 
_t4 		oh . 
_t4 		in that book , about amphibians . 
_t4 		salamanders are not mammals , no . 
_t4 		they're amphibians , that's right . 
_t4 		xxx .
_t4 		xxx .
_t4 		right , amphibians . 
_t4 		yes , we saw a picture of tomato frogs in the book about amphibians . 
_t4 		xxx . 
_t4 		Naima is a squirrel . 
_t4 		what ? 
_t4 		xxx .
_t4 		xxx .
_t4 		xxx .
_t4 		xxx . 
_t4 		are you a squirrel ? 
_t4 		they eat acorns . 
_t4 		yeah . 
_t4 		no_a . 
_t4 		no_a .
_t4 		what other mammals do you know about ? 
_t4 		what else is a mammal ? 
_t4 		what else is a mammal ? 
_t4 		birds are mammals , no . 
_t4 		cows are mammals . 
_t4 		any animal that nurses is a mammal . 
_t4 		so , cows are mammals . 
_t4 		and +...
_t4 		sheep are mammals , that's right . 
_t4 		and +... 
_t4 		what about horses ? 
_t4 		horses too . 
_t4 		horses nurse , they do . 
_t4 		what ? 
_t4 		Naima's a mammal . 
_t4 		I think +//.
_t4 		didn't she say camels ? 
_t4 		yes , camels are mammals too .
_t4 		that one's easy to remember (be)cause it rhymes . 
_t4 		and +...
_t4 		what other animals nurse ? 
_t4 		koalas are mammals . 
_t4 		koalas are marsupials and they are mammals . 
_t4 		what about mice ? 
_t4 		yes , mice are mammals . 
_t4 		that's right . 
_t4 		what ? 
_t4 		dogs are mammals . 
_t4 		yes , monkeys are mammals . 
_t4 		right , you're on a roll , girl . 
_t4 		nose ?
_t4 		what was the tractor doing ? 
_t4 		it was mowing the grass .
_t4 		horse can run ? 
_t4 		oh , the horses run . 
_t4 		they run away , they run away (be)cause of the noise from the tractor .
_t4 		mmmm , they get scared .
_t4 		they were running . 
_t4 		mmmm . 
_t4 		in that book , the tractor was making a big noise . 
_t4 		it probably made a noise like the mower that was at our house , that +//.
_t4 		who was driving , who was riding that  , that mower +... 
_t4 		remember we talked about +//.
_t4 		I'm trying to remember his name . 
_t4 		who was riding +//.
_t4 		Allen . 
_t4 		remember ? 
_t4 		you said it . 
_t4 		Allen rode a mower at the old house when he was mowing the grass . 
_t4 		the mower has little scissors underneath it to cut the grass . 
_t4 		and he was riding it around to cut the grass .
_t4 		that was the mower . 
_t4 		you remember now ? 
_t4 		what ? 
_t4 		more fruit .
_t4 		how about if we put apple +//.
_t4 		uh , almond butter on the fruit ? 
_t4 		it's not , okay . 
_t4 		all+right , I won't do that . 
_t4 		let me cut this up for you .
_t4 		gonna put a little extra almond butter just on the side just to eat  . 
_t4 		is it cold ? 
_t4 		does it taste good ? 
_t4 		yeah . 
_t4 		yeah . 
_t4 		tractor made a big noise . 
_t4 		loud noise . 
_t4 		animals get scared of things like tractors and cars and trucks , big noises like that . 
_t4 		animals don't like those kind of noises at all . 
_t4 		here's some almond butter with apple butter , combination . 
_t4 		you can eat some if you feel like it . 
_t4 		mmmm+hmmm . 
_t4 		they don't like big noises . 
_t4 		animals don't like big noises . 
_t4 		hey +... 
_t4 		you know those numbers , don't you ? 
_t4 		Daddy's playing some nice music . 
_t4 		do you wanna try some of this ? 
_t4 		this has almond butter and apple butter together . 
_t4 		how much longer do you have_to wait before you can eat ? 
_t4 		xxx . 
_t4 		oh , the  affects you +... 
_t4 		yeah , a half an hour is certainly good enough . 
_t4 		oh .
_t4 		what's the music called +//. 
_t4 		who's singing , his name is very long . 
_t4 		his name is nustrefata alikan . 
_t4 		that's a mouthful . 
_t4 		the tractor does some mowing . 
_t4 		the tractor makes a noise in that book . 
_t4 		it probably makes a noise something like this . 
_t4 		it's called kinasona . 
_t4 		his name is nustrefata alikan . 
_t4 		what ? 
_t4 		you are spitting them out . 
_t4 		how come ? 
_t4 		yeah , eat some , that's a good idea . 
_t4 		because of the skin ? 
_t4 		probably . 
_t4 		she doesn't usually get the skin , so +... 
_t4 		those pears have skin on them . 
_t4 		peel . 
_t4 		skin is good too .
_t4 		tractor +... 
_t4 		horses don't like the tractor making the noise .
_t4 		they don't like it . 
_t4 		cars make big noise too . 
_t4 		yeah .
_t4 		what kind of noise does a truck make when it backs up ? 
_t4 		that's right . 
_t4 		xxx you are so smart . 
_t4 		you know that . 
_t4 		fire engines , do they make a big noise ? 
_t4 		oh , what kind of noise does a fire engine make ?
_t4 		very loud noise . 
_t4 		trapegoid ? 
_t4 		trapegoid ?
_t4 		trapezoid is the real word . 
_t4 		trapemoid ? 
_t4 		oh my gosh . 
_t4 		oh+my+goodness .
_t4 		that's a very silly word .
_t4 		trapecoid ? 
_t4 		what does a trapecoid look like ? 
_t4 		trapemoid ? 
_t4 		oh my gosh . 
_t4 		wow .
_t4 		trapepoid ? 
_t4 		oh+my+goodness .
_t4 		trapetoid . 
_t4 		that's funny .
_t4 		oh+my+goodness .
_t4 		trapeboid ? 
_t4 		trapetoid ? 
_t4 		trapezoi:d .
_t4 		trapeod ? 
_t4 		that doesn't even rhyme . 
_t4 		trapeod . 
_t4 		what other shapes are on that puzzle besides the trapezoid , what else ? 
_t4 		yes .
_t4 		tentagon ? 
_t4 		pentagon tentagon . 
_t4 		you're putting your feet on my leg . 
_t4 		do you want some of your soy milk ? 
_t4 		there's cold cereal , hot cereal , there's probably a little bit of toast left although I think it's almost +...
_t4 		the toast is almost gone , there's this stuff , there's +... 
_t4 		xxx . 
_t4 		sunset . 
_t4 		oh .
_t4 		somersault . 
_t4 		you made somersaults yesterday , didn't you ? 
_t4 		yesterday . 
_t4 		was that fun ?
_t4 		you came right in the house yesterday afternoon and you tumbled a somersault right away .
_t4 		wow . 
_t4 		yes .
_t4 		this is nice music , isn't it ? 
_t4 		it's dancing music . 
_t4 		mmmm . 
_t4 		it's not really eating music , is it ? 
_t4 		I think she's distracted , you're distracted .
_t4 		that's not eating music ! 
_t4 		mmmm . 
_t4 		xxx  . 
_t4 		are you sure you don't want a little +//?
_t4 		she's going downstairs to get herself something , you want some more egg yolk ?
_t4 		okay . 
_t4 		how about boats , you want some more boats ? 
_t4 		how bout [: about] +... 
_t4 		this ? 
_t4 		what can I get you ? 
_t4 		you want some rice ? 
_t4 		I don't really know where Daddy is . 
_t4 		he might be taking a shower +... 
_t4 		I'm not really sure . 
_t4 		would you like some beans and rice ? 
_t4 		no .
_t4 		what ? 
_t4 		girls do not eat rocks . 
_t4 		uh huh , yeah . 
_t4 		they do not eat Naima . 
_t4 		they do not eat +//.
_t4 		well , they do eat acorns , actually . 
_t4 		they do not eat rocks . 
_t4 		they do not eat big rocks . 
_t4 		they do not eat little rocks . 
_t4 		they do not eat any kind of rocks , they do not eat them with a house , they will not eat them with a mouse . 
_t4 		yeah , Sam I Am says that , that's right . 
_t4 		yes , that was Daddy coughing , I heard that too . 
_t4 		you wanna clean your hands off , are you finished eating ? 
_t4 		here , let Mommy clean up  , I'm gonna clean off your hands .
_t4 		that's a very silly word . 
_t4 		that puzzle has +...
_t4 		a trapezoid and a pentagon and some other shapes too . 
_t4 		yes , a triangle . 
_t4 		trapegoid ? 
_t4 		there's a squirrel there +//?
_t4 		oh , outside ? 
_t4 		there's nustrefata alikan again . 
_t4 		singing a song . 
_t4 		he is a guy . 
_t4 		yep [: yes] , he sings . 
_t4 		yeah , Grandma's drinking water . 
_t4 		Grandma got water to drink . 
_t4 		tentagon . 
_t4 		triangle bengle . 
_t4 		what about a circle ? 
_t4 		is there a circle in that puzzle ? 
_t4 		is there a circle ?
_t4 		oh . 
_t4 		that's the triangle .
_t4 		there's pizza under that triangle . 
_t4 		can I take that for a second ? 
_t4 		gimme [: give me] your hand , please . 
_t4 		nurse , is it time to nurse already ? 
_t4 		you haven't made that joke for a while .
_t4 		see you later , crocodile ? 
_t4 		oh , Mommy and Daddy went to eat out last night . 
_t4 		yes . 
_t4 		that's right . 
_t4 		and you stayed with Grandma . 
_t4 		we played  last night . 
_t4 		did you play a lot ?
_t4 		oh . 
_t4 		what was that ? 
_t4 		twigs ? 
_t4 		twigs .
_t4 		yesterday we  the twigs out in the back . 
_t4 		mmmm . 
_t4 		xxx . 
_t4 		a squirrel , there goes a squirrel . 
_t4 		he's playing . 
_t4 		she's right there , what's she doing there ? 
_t4 		tractors mowing , yeah . 
_t4 		horses can walk . 
_t4 		xxx they can walk or they can run . 
_t4 		the baby horses take a couple of days to walk . 
_t4 		pride . 
_t4 		the baby horse's name was pride . 
_t4 		do you wanna come look at that book some more ? 
_t4 		want me to find the tractor ?
_t4 		xxx .
_t4 		tractor . 
_t4 		xxx the tractor . 
_t4 		there's the tractor . 
_t4 		and the horses running away . 
_t4 		I think they're scared , aren't they ? 
_t4 		horses don't like loud noises . 
_t4 		he's mowing the grass .
_t4 		all of a sudden the mowing machine goes by , it makes a great racket . 
_t4 		farm+worker is cutting the leaves  the fence . 
_t4 		at first , the loud noise frightens pride and her playmates . 
_t4 		away they run , they are not quite sure what it is . 
_t4 		the strange noise frightens them , they race across the  , their tails stick out straight behind them . 
_t4 		see their tails ? 
_t4 		stick out straight .
_t4 		they are running , he's mowing the grass . 
_t4 		Mom , what can I get you for breakfast ? 
_t4 		oh I don't know  +...
_t4 		if there's some toast , I'll just have some toast . 
_t4 		okay . 
_t4 		that's a tractor . 
_t4 		he's mowing the grass . 
_t4 		the horses are running away . 
_t4 		yeah , it has wheels . 
_t4 		it has wheels . 
_t4 		there . 
_t4 		would you like to sit on Grandma's lap ?
_t4 		and  the book ?
_t4 		hmmm . 
_t4 		would you like to look +//?
_t4 		sit on my lap ?
_t4 		is it still going ,  . 
_t4 		it's still going , but that's all+right .
_t4 		he's mowing ? 
_t4 		oh , I think you need to sit on Grandma's lap to see the picture of the tractor . 
_t4 		yeah , if you sit over here +... 
_t4 		okay . 
_t4 		look at the baby . 
_t4 		it's called a colt . 
_t4 		so that's a  +//. 
_t4 		sunset ? 
_t4 		I don't understand that . 
_t4 		oh , because colts nurse at sunset in the nursing book . 
_t4 		oh ,  . 
_t4 		okay . 
_t4 		xxx he's riding the horse . 
_t4 		and yeah , there are many saddle horses on this farm . 
_t4 		they eat grass , what is that , that baby doing ? 
_t4 		yeah , mother horse and pride , her baby daughter .
_t4 		pride was born on the early +... 
_t4 		yeah , horse . 
_t4 		horse+tail .
_t4 		what is the baby doing ? 
_t4 		what is he doing ? 
_t4 		he's backwards ?
_t4 		she's drinking her mother's milk . 
_t4 		she's nursing . 
_t4 		oh , it's sunset , right ? 
_t4 		right ?
_t4 		okay , hold on a second ,  .
_t4 		okay .
_t4 		and I'll sit here . 
_t4 		xxx let's see +... 
_t4 		okay , so this second session , what's today  , is today the tenth ? 
_t4 		I lost track , I think so . 
_t4 		I think today's the tenth .
_t4 		so when +...
_t4 		the first taping session was on the eighth . 
_t4 		and the second one was on +//. 
_t4 		the leaves are turning colors ,  . 
_t4 		that's what happens when it's fall . 
_t4 		this is fall . 
_t4 		winter's coming next . 
_t4 		and we know what happens when winter comes . 
_t4 		what's gonna happen ? 
_t4 		what are we gonna have ? 
_t4 		we're gonna have sno:w . 
_t4 		nothing's gonna change my world . 
_t4 		nothing's gonna change my world . 
_t4 		nothing's gonna change my world . 
_t4 		nothing's gonna change my world , ooh  . 
_t4 		ah . 
_t4 		birdies , yeah . 
_t4 		xxx .
_t4 		hmmm . 
_t4 		are you finished with the cheese ? 
_t4 		you have a nice big bucket . 
_t4 		that's a big bucket isn't it ? 
_t4 		that is one big bucket . 
_t4 		okay , I'm gonna put this in here . 
_t4 		xxx ? 
_t4 		xxx . 
_t4 		oh  ,  ,  huh . 
_t4 		cousin  ? 
_t4 		hi cousin  . 
_t4 		did you play bubbles with  when you saw her ?
_t4 		did you play with the bubbles , did she blow some bubbles for you ? 
_t4 		I bet she did . 
_t4 		yeah ?
_t4 		more cheese , okay . 
_t4 		cheesy , cheesy baby . 
_t4 		you're such a cheesy baby . 
_t4 		yeah . 
